,latitude,longitude,geometry
2071,40.026,-105.259041,POINT (-105.259041 40.026)
2072,37.523194,-122.259179,POINT (-122.259179 37.523194)
2073,37.775196,-122.419204,POINT (-122.419204 37.775196)
2074,37.523311,-122.259154,POINT (-122.259154 37.523311)
2075,42.362856,-71.083762,POINT (-71.08376199999999 42.362856)
2077,47.598657,-122.334614,POINT (-122.334614 47.598657)
2077,32.8386414,-117.098216,POINT (-117.098216 32.8386414)
2077,40.7518919,-73.9875922,POINT (-73.98759219999999 40.7518919)
2078,37.561576,-122.284173,POINT (-122.284173 37.561576)
2079,37.9471709,-122.5071031,POINT (-122.5071031 37.9471709)
2080,40.100058,-75.413354,POINT (-75.413354 40.100058)
2081,34.028701,-118.486966,POINT (-118.486966 34.028701)
2082,37.3825306,-121.9198306,POINT (-121.9198306 37.3825306)
2083,47.6042663,-122.3328401,POINT (-122.3328401 47.6042663)
2088,40.7028474,-73.9906813,POINT (-73.99068130000001 40.7028474)
2089,34.142973,-118.140553,POINT (-118.140553 34.142973)
2090,37.656246,-122.399735,POINT (-122.399735 37.656246)
2091,49.2883553,-123.1233545,POINT (-123.1233545 49.2883553)
2092,42.3595196,-71.1156913,POINT (-71.11569129999999 42.3595196)
2093,51.5001524,-0.1262362,POINT (-0.1262362 51.5001524)
2093,56.1194238,-3.935882,POINT (-3.935882 56.1194238)
2094,34.093625,-84.242809,POINT (-84.24280899999999 34.093625)
2095,37.647198,-122.394584,POINT (-122.394584 37.647198)
2097,42.362856,-71.083762,POINT (-71.08376199999999 42.362856)
2098,34.028173,-118.471235,POINT (-118.471235 34.028173)
2099,45.1734252,5.7401962,POINT (5.7401962 45.1734252)
2102,52.3657578,4.8928722,POINT (4.8928722 52.3657578)
2104,37.7831775,-122.3086191,POINT (-122.3086191 37.7831775)
2105,42.3634664,-71.0786638,POINT (-71.0786638 42.3634664)
2106,52.38586,4.8425506,POINT (4.8425506 52.38586)
2107,47.6434969,-122.2033998,POINT (-122.2033998 47.6434969)
2108,48.8988968,2.287772,POINT (2.287772 48.8988968)
2108,44.4479237,26.097879,POINT (26.097879 44.4479237)
2109,42.3661884,-71.0802975,POINT (-71.0802975 42.3661884)
2113,53.8353585,10.6976787,POINT (10.6976787 53.8353585)
2114,34.054318,-118.462876,POINT (-118.462876 34.054318)
2115,52.5279255,13.3813542,POINT (13.3813542 52.5279255)
2116,33.129172,-117.286973,POINT (-117.286973 33.129172)
2116,59.939039,30.315785,POINT (30.315785 59.939039)
2117,37.4484914,-122.1802812,POINT (-122.1802812 37.4484914)
2118,40.612461,-80.098299,POINT (-80.098299 40.612461)
2119,37.726339,-122.243783,POINT (-122.243783 37.726339)
2121,38.833716,-104.826256,POINT (-104.826256 38.833716)
2124,37.645401,-122.394464,POINT (-122.394464 37.645401)
2127,37.392392,-122.078727,POINT (-122.078727 37.392392)
2128,40.4455155,-3.7061764,POINT (-3.7061764 40.4455155)
2129,52.143886,-106.6634565,POINT (-106.6634565 52.143886)
2130,37.3949016,-121.9293948,POINT (-121.9293948 37.3949016)
2131,32.1980455,34.8824253,POINT (34.8824253 32.1980455)
2131,-34.5631882,-58.4541925,POINT (-58.4541925 -34.5631882)
2132,37.2628816,-121.9602134,POINT (-121.9602134 37.2628816)
2134,40.756054,-73.986951,POINT (-73.986951 40.756054)
2135,42.277416,-83.733276,POINT (-83.733276 42.277416)
2136,41.29606,-72.770691,POINT (-72.770691 41.29606)
2137,53.0842802,-2.423658,POINT (-2.423658 53.0842802)
2138,34.168955,-118.575293,POINT (-118.575293 34.168955)
2139,40.754937,-73.985647,POINT (-73.985647 40.754937)
2140,42.3624253,-71.116031,POINT (-71.11603100000001 42.3624253)
2141,37.382162,-122.036301,POINT (-122.036301 37.382162)
2143,37.561111,-122.270487,POINT (-122.270487 37.561111)
2144,49.2644563,-123.1356715,POINT (-123.1356715 49.2644563)
2145,37.234708,-121.779272,POINT (-121.779272 37.234708)
2146,30.239229,-97.834211,POINT (-97.834211 30.239229)
2147,37.502169,-122.217727,POINT (-122.217727 37.502169)
2148,42.3988661,-71.253781,POINT (-71.253781 42.3988661)
2148,12.9346716,77.6317612,POINT (77.6317612 12.9346716)
2150,44.8743952,-0.5754294,POINT (-0.5754294 44.8743952)
2151,37.383777,-121.963705,POINT (-121.963705 37.383777)
2151,30.267153,-97.7430608,POINT (-97.74306079999999 30.267153)
2152,38.897976,-77.028561,POINT (-77.028561 38.897976)
2152,49.2864769,-123.1220081,POINT (-123.1220081 49.2864769)
2152,51.2357089,-0.5813902,POINT (-0.5813902 51.2357089)
2153,42.2938519,-87.9973255,POINT (-87.9973255 42.2938519)
2154,34.186206,-118.50391,POINT (-118.50391 34.186206)
2155,37.4667988,-121.9240065,POINT (-121.9240065 37.4667988)
2156,59.3326694,18.0523253,POINT (18.0523253 59.3326694)
2156,37.3403284,-121.8864433,POINT (-121.8864433 37.3403284)
2157,42.4236783,-71.2459523,POINT (-71.2459523 42.4236783)
2158,55.902143,-3.208711,POINT (-3.208711 55.902143)
2159,42.603532,-83.16134,POINT (-83.16134 42.603532)
2161,37.646457,-122.394008,POINT (-122.394008 37.646457)
2162,33.664705,-118.012553,POINT (-118.012553 33.664705)
2162,33.0353,-96.9274,POINT (-96.92740000000001 33.0353)
2162,-33.867139,151.207114,POINT (151.207114 -33.867139)
2162,51.5001524,-0.1262362,POINT (-0.1262362 51.5001524)
2163,52.5155,-8.44692,POINT (-8.44692 52.5155)
2167,47.5992095,-122.3343564,POINT (-122.3343564 47.5992095)
2169,48.0554409,11.6075086,POINT (11.6075086 48.0554409)
2170,33.664567,-117.747521,POINT (-117.747521 33.664567)
2171,45.069344,-93.4034162,POINT (-93.4034162 45.069344)
2172,37.4298335,-122.004179,POINT (-122.004179 37.4298335)
2173,55.9485591,-3.2151393,POINT (-3.2151393 55.9485591)
2176,51.5272363,-0.0956262,POINT (-0.09562619999999999 51.5272363)
2179,37.394258,-122.032776,POINT (-122.032776 37.394258)
2181,51.5152023,-0.1366861,POINT (-0.1366861 51.5152023)
2181,40.7766412,-73.9521468,POINT (-73.95214679999999 40.7766412)
2182,37.445335,-122.15833,POINT (-122.15833 37.445335)
2184,37.253463,-121.782906,POINT (-121.782906 37.253463)
2185,48.8745951,2.3210737,POINT (2.3210737 48.8745951)
2186,40.7408042,-74.00717,POINT (-74.00717 40.7408042)
2187,40.7401544,-73.9867417,POINT (-73.9867417 40.7401544)
2188,37.4104762,-122.0185959,POINT (-122.0185959 37.4104762)
2189,41.8035954,-88.159371,POINT (-88.15937099999999 41.8035954)
2190,37.337756,-121.89435,POINT (-121.89435 37.337756)
2191,40.6015759,-75.3611135,POINT (-75.3611135 40.6015759)
2193,48.265012,13.0305666,POINT (13.0305666 48.265012)
2194,40.7450497,-73.9900984,POINT (-73.99009839999999 40.7450497)
2195,25.1910055,55.2373803,POINT (55.2373803 25.1910055)
2200,37.790153,-122.398669,POINT (-122.398669 37.790153)
2201,47.6859295,-122.3373282,POINT (-122.3373282 47.6859295)
2201,47.620973,-122.347276,POINT (-122.347276 47.620973)
2202,33.017317,-96.837682,POINT (-96.837682 33.017317)
2203,35.8948471,-78.8923523,POINT (-78.8923523 35.8948471)
2205,27.3372319,-82.5309605,POINT (-82.53096050000001 27.3372319)
2206,54.9201429,9.8114974,POINT (9.8114974 54.9201429)
2207,41.4063346,2.1920231,POINT (2.1920231 41.4063346)
2208,37.446411,-122.16054,POINT (-122.16054 37.446411)
2209,51.517356,-0.1037742,POINT (-0.1037742 51.517356)
2209,40.0230047,-105.2532841,POINT (-105.2532841 40.0230047)
2210,37.381034,-121.971487,POINT (-121.971487 37.381034)
2211,38.960381,-77.084811,POINT (-77.084811 38.960381)
2216,40.4167413,-3.7032498,POINT (-3.7032498 40.4167413)
2220,41.829229,-71.421059,POINT (-71.421059 41.829229)
2222,34.0137151,-118.4660597,POINT (-118.4660597 34.0137151)
2223,37.863464,-122.3153453,POINT (-122.3153453 37.863464)
2225,37.2807831,-122.0032261,POINT (-122.0032261 37.2807831)
2230,42.3626626,-71.084153,POINT (-71.084153 42.3626626)
2235,53.3370743,-6.2518914,POINT (-6.2518914 53.3370743)
2241,37.386774,-121.987661,POINT (-121.987661 37.386774)
2245,41.3279176,-73.2435522,POINT (-73.2435522 41.3279176)
2246,33.6640874,-117.6325191,POINT (-117.6325191 33.6640874)
2250,48.8699947,2.3406954,POINT (2.3406954 48.8699947)
2251,37.55909,-122.321836,POINT (-122.321836 37.55909)
2252,32.162413,34.844675,POINT (34.844675 32.162413)
2253,37.3777985,-121.9744545,POINT (-121.9744545 37.3777985)
2254,49.2824551,-123.109217,POINT (-123.109217 49.2824551)
2255,37.5252461,-121.9178417,POINT (-121.9178417 37.5252461)
2257,37.484616,-122.181753,POINT (-122.181753 37.484616)
2258,37.386417,-121.92917,POINT (-121.92917 37.386417)
